"analog_libid","analog_name","drug_ccmsid","analog_mgf_scan","chemical_source","cleanup_name","broad_pert_iname","Kine_FDA_drug_class","Kine_broad_disease_area","Kine_broad_indication","Kine_broad_moa","inchikey"
"CCMSLIB00012724469","related spectra of '69227-93-6 (Delta Mass:162.053)'","CCMSLIB00010133712|CCMSLIB00010133713|CCMSLIB00010133714|CCMSLIB00010133715|CCMSLIB00010133716",2109,"Drug_suspect","69227-93-6","no_match","no_match","no_match","no_match","no_match","NLEBIOOXCVAHBD-QKMCSOCLSA-N"
"CCMSLIB00012724470","related spectra of '7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one (Delta Mass:15.995)'","CCMSLIB00000079136",2110,"Drug_suspect","diazepam","no_match","benzodiazepine","neurology/psychiatry","seizures|anxiety|muscle spasms|spasticity|alcohol withdrawal","GABA-A receptor agonist","AAOVKJBEBIDNHE-UHFFFAOYSA-N"
"CCMSLIB00012724471","related spectra of '73573-88-3 (Delta Mass:12.036)'","CCMSLIB00010147003|CCMSLIB00010147004|CCMSLIB00010147005|CCMSLIB00010147006|CCMSLIB00010147007",2111,"Drug_suspect","73573-88-3","mevastatin","HMG-CoA reductase inhibitor (statin)",NA,NA,"HMGCR inhibitor","AJLFOPYRIVGYMJ-INTXDZFKSA-N"
"CCMSLIB00012724472","related spectra of '73573-88-3 (Delta Mass:15.995)'","CCMSLIB00010147003|CCMSLIB00010147004|CCMSLIB00010147005|CCMSLIB00010147006|CCMSLIB00010147007",2112,"Drug_suspect","73573-88-3","mevastatin","HMG-CoA reductase inhibitor (statin)",NA,NA,"HMGCR inhibitor","AJLFOPYRIVGYMJ-INTXDZFKSA-N"
"CCMSLIB00012724473","related spectra of '73573-88-3 (Delta Mass:31.99)'","CCMSLIB00010147003|CCMSLIB00010147004|CCMSLIB00010147005|CCMSLIB00010147006|CCMSLIB00010147007",2113,"Drug_suspect","73573-88-3","mevastatin","HMG-CoA reductase inhibitor (statin)",NA,NA,"HMGCR inhibitor","AJLFOPYRIVGYMJ-INTXDZFKSA-N"
"CCMSLIB00012724474","related spectra of '7365-44-8 (Delta Mass:42.01)'","CCMSLIB00010132137|CCMSLIB00010132138|CCMSLIB00010132139|CCMSLIB00010132140|CCMSLIB00010132141",2114,"Drug_suspect","7365-44-8","no_match","no_match","no_match","no_match","no_match","JOCBASBOOFNAJA-UHFFFAOYSA-N"
"CCMSLIB00012724475","related spectra of '9-(4-aminophenyl)-3,7-dihydroxy-2,4,6-trimethyl-9-oxo-nonoic acid (candicidin related) (Delta Mass:-18.011)'","CCMSLIB00005463708",2115,"Drug_suspect","9-(4'-aminophenyl)-3,7-dihydroxy-2,4,6-trimethyl-9-oxo-nonoic acid","candicidin","polyene antifungal","infectious disease","vulvovaginal candidiasis","fungal ergosterol inhibitor","UHZAKFDEIOBYGZ-UHFFFAOYSA-N"
"CCMSLIB00012724476","related spectra of 'ALMITRINE (Delta Mass:34.005)'","CCMSLIB00010137012|CCMSLIB00010137013|CCMSLIB00010137014|CCMSLIB00010137015|CCMSLIB00010137016|CCMSLIB00010137017|CCMSLIB00010137018|CCMSLIB00010137019",2116,"Drug_suspect","ALMITRINE","almitrine","no_match","pulmonary","chronic obstructive pulmonary disease (COPD)","neurotransmitter agonist","OBDOVFRMEYHSQB-UHFFFAOYSA-N"
"CCMSLIB00012724477","related spectra of 'ARIPIPRAZOLE (Delta Mass:-2.016)'","CCMSLIB00000079010",2117,"Drug_suspect","aripiprazole","aripiprazole","atypical antipsychotic","neurology/psychiatry","depression|schizophrenia|bipolar disorder","D2 and 5-HT1A receptor partial agonist|5-HT2A receptor antagonist","CEUORZQYGODEFX-UHFFFAOYSA-N"
"CCMSLIB00012724478","related spectra of 'ARIPIPRAZOLE (Delta Mass:2.004)'","CCMSLIB00000079010",2118,"Drug_suspect","aripiprazole","aripiprazole","atypical antipsychotic","neurology/psychiatry","depression|schizophrenia|bipolar disorder","D2 and 5-HT1A receptor partial agonist|5-HT2A receptor antagonist","CEUORZQYGODEFX-UHFFFAOYSA-N"
"CCMSLIB00012724479","related spectra of 'AVERMECTIN B1A (Delta Mass:28.031)'","CCMSLIB00010152319|CCMSLIB00010152320|CCMSLIB00010152321|CCMSLIB00010152322|CCMSLIB00010152323",2119,"Drug_suspect","AVERMECTIN B1A","no_match","no_match","no_match","no_match","antiparasitic","RRZXIRBKKLTSOM-XPNPUAGNSA-N"
"CCMSLIB00012725369","related spectra of 'abacavir (Delta Mass:13.98)'","CCMSLIB00010134211|CCMSLIB00010134212|CCMSLIB00010134213|CCMSLIB00010134214|CCMSLIB00010134215|CCMSLIB00010134216|CCMSLIB00010134217|CCMSLIB00010134218|CCMSLIB00010142710|CCMSLIB00010142711|CCMSLIB00010142712|CCMSLIB00010142713|CCMSLIB00010142714|CCMSLIB00010142715|CCMSLIB00010142716|CCMSLIB00010142717",3009,"Drug_suspect","abacavir","abacavir","HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)","infectious disease","human immunodeficiency virus (HIV-1)","nucleoside reverse transcriptase inhibitor","MCGSCOLBFJQGHM-SCZZXKLOSA-N"
"CCMSLIB00012725370","related spectra of 'abacavir (Delta Mass:18.01)'","CCMSLIB00010134211|CCMSLIB00010134212|CCMSLIB00010134213|CCMSLIB00010134214|CCMSLIB00010134215|CCMSLIB00010134216|CCMSLIB00010134217|CCMSLIB00010134218|CCMSLIB00010142710|CCMSLIB00010142711|CCMSLIB00010142712|CCMSLIB00010142713|CCMSLIB00010142714|CCMSLIB00010142715|CCMSLIB00010142716|CCMSLIB00010142717",3010,"Drug_suspect","abacavir","abacavir","HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)","infectious disease","human immunodeficiency virus (HIV-1)","nucleoside reverse transcriptase inhibitor","MCGSCOLBFJQGHM-SCZZXKLOSA-N"
"CCMSLIB00012725371","related spectra of 'abacavir (Delta Mass:27.995)'","CCMSLIB00010134211|CCMSLIB00010134212|CCMSLIB00010134213|CCMSLIB00010134214|CCMSLIB00010134215|CCMSLIB00010134216|CCMSLIB00010134217|CCMSLIB00010134218|CCMSLIB00010142710|CCMSLIB00010142711|CCMSLIB00010142712|CCMSLIB00010142713|CCMSLIB00010142714|CCMSLIB00010142715|CCMSLIB00010142716|CCMSLIB00010142717",3011,"Drug_suspect","abacavir","abacavir","HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)","infectious disease","human immunodeficiency virus (HIV-1)","nucleoside reverse transcriptase inhibitor","MCGSCOLBFJQGHM-SCZZXKLOSA-N"
"CCMSLIB00012725372","related spectra of 'abacavir (Delta Mass:79.957)'","CCMSLIB00010134211|CCMSLIB00010134212|CCMSLIB00010134213|CCMSLIB00010134214|CCMSLIB00010134215|CCMSLIB00010134216|CCMSLIB00010134217|CCMSLIB00010134218|CCMSLIB00010142710|CCMSLIB00010142711|CCMSLIB00010142712|CCMSLIB00010142713|CCMSLIB00010142714|CCMSLIB00010142715|CCMSLIB00010142716|CCMSLIB00010142717",3012,"Drug_suspect","abacavir","abacavir","HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)","infectious disease","human immunodeficiency virus (HIV-1)","nucleoside reverse transcriptase inhibitor","MCGSCOLBFJQGHM-SCZZXKLOSA-N"
"CCMSLIB00012725373","related spectra of 'abacavir (Delta Mass:176.032)'","CCMSLIB00010134211|CCMSLIB00010134212|CCMSLIB00010134213|CCMSLIB00010134214|CCMSLIB00010134215|CCMSLIB00010134216|CCMSLIB00010134217|CCMSLIB00010134218|CCMSLIB00010142710|CCMSLIB00010142711|CCMSLIB00010142712|CCMSLIB00010142713|CCMSLIB00010142714|CCMSLIB00010142715|CCMSLIB00010142716|CCMSLIB00010142717",3013,"Drug_suspect","abacavir","abacavir","HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI)","infectious disease","human immunodeficiency virus (HIV-1)","nucleoside reverse transcriptase inhibitor","MCGSCOLBFJQGHM-SCZZXKLOSA-N"
"CCMSLIB00012724485","related spectra of 'Alfuzosin hydrochloride (Uroxatral) (Delta Mass:-28.031)'","CCMSLIB00000078138",2125,"Drug_suspect","alfuzosin","alfuzosin","alpha adrenergic blocker","urology","benign prostatic hyperplasia (BPH)","adrenergic receptor antagonist","WNMJYKCGWZFFKR-UHFFFAOYSA-N"
"CCMSLIB00012724486","related spectra of 'Alfuzosin hydrochloride (Uroxatral) (Delta Mass:-14.016)'","CCMSLIB00000078138",2126,"Drug_suspect","alfuzosin","alfuzosin","alpha adrenergic blocker","urology","benign prostatic hyperplasia (BPH)","adrenergic receptor antagonist","WNMJYKCGWZFFKR-UHFFFAOYSA-N"
"CCMSLIB00012724487","related spectra of 'Amitriptyline (Delta Mass:0.984)'","CCMSLIB00000078599",2127,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724488","related spectra of 'Amitriptyline (Delta Mass:15.995)'","CCMSLIB00000078599",2128,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724489","related spectra of 'Amitryptiline (Delta Mass:-28.031)'","CCMSLIB00003060623",2129,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724490","related spectra of 'Amitryptiline (Delta Mass:15.995)'","CCMSLIB00003060623",2130,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724491","related spectra of 'Atenolol [mostly precursor ion] (Delta Mass:14.999)'","CCMSLIB00000077060",2131,"Drug_suspect","atenolol","atenolol","beta-adrenergic receptor inhibitor","cardiology","hypertension|angina pectoris|acute myocardial infarction","adrenergic receptor antagonist",NA
"CCMSLIB00012724492","related spectra of 'Avobenzone (Delta Mass:-27.995)'","CCMSLIB00000077204|CCMSLIB00010141351|CCMSLIB00010141352|CCMSLIB00010141353|CCMSLIB00010141354|CCMSLIB00010141355",2132,"Drug_suspect","avobenzone|Avobenzone","avobenzone|no_match","no_match","dermatology","cosmetic|sunscreen lotion","topical sunscreen agent","XNEFYCZVKIDDMS-UHFFFAOYSA-N"
"CCMSLIB00012724493","related spectra of 'Avobenzone (Delta Mass:15.995)'","CCMSLIB00000077204|CCMSLIB00010141351|CCMSLIB00010141352|CCMSLIB00010141353|CCMSLIB00010141354|CCMSLIB00010141355",2133,"Drug_suspect","avobenzone|Avobenzone","avobenzone|no_match","no_match","dermatology","cosmetic|sunscreen lotion","topical sunscreen agent","XNEFYCZVKIDDMS-UHFFFAOYSA-N"
"CCMSLIB00012724494","related spectra of 'Azithromycin - Dark Web Drugs (Delta Mass:-15.995)'","CCMSLIB00005434451|CCMSLIB00005434452|CCMSLIB00005434453|CCMSLIB00005434454",2134,"Drug_suspect","azithromycin","azithromycin","macrolide antimicrobial","infectious disease","pelvic inflammatory disease|pneumonia|urethritis|cervicitis|sinusitis","bacterial 50S ribosomal subunit inhibitor","MQTOSJVFKKJCRP-BICOPXKESA-N"
"CCMSLIB00012724495","related spectra of 'Azithromycin - Dark Web Drugs (Delta Mass:-14.016)'","CCMSLIB00005434451|CCMSLIB00005434452|CCMSLIB00005434453|CCMSLIB00005434454",2135,"Drug_suspect","azithromycin","azithromycin","macrolide antimicrobial","infectious disease","pelvic inflammatory disease|pneumonia|urethritis|cervicitis|sinusitis","bacterial 50S ribosomal subunit inhibitor","MQTOSJVFKKJCRP-BICOPXKESA-N"
"CCMSLIB00012724496","related spectra of 'Azithromycin - Dark Web Drugs (Delta Mass:14.016)'","CCMSLIB00005434451|CCMSLIB00005434452|CCMSLIB00005434453|CCMSLIB00005434454",2136,"Drug_suspect","azithromycin","azithromycin","macrolide antimicrobial","infectious disease","pelvic inflammatory disease|pneumonia|urethritis|cervicitis|sinusitis","bacterial 50S ribosomal subunit inhibitor","MQTOSJVFKKJCRP-BICOPXKESA-N"
"CCMSLIB00012724497","related spectra of 'Aztreonam (Azactam, Cayston) (Delta Mass:-79.958)'","CCMSLIB00000078169|CCMSLIB00000078170",2137,"Drug_suspect","aztreonam","aztreonam","monobactam antibacterial","infectious disease","urinary tract infections|respiratory tract infections|bacterial septicemia|skin infections|intra-abdominal infections|gynecologic infections","bacterial cell wall synthesis inhibitor","WZPBZJONDBGPKJ-DZIOLEBDSA-N"
"CCMSLIB00012724498","related spectra of 'BENAZEPRIL HYDROCHLORIDE (Delta Mass:14.016)'","CCMSLIB00000078919",2138,"Drug_suspect","benazepril","benazepril","angiotensin converting enzyme inhibitor","cardiology|nephrology","hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease","angiotensin converting enzyme inhibitor","XPCFTKFZXHTYIP-PMACEKPBSA-N"
"CCMSLIB00012724499","related spectra of 'BNC210 (Delta Mass:-56.062)'","CCMSLIB00010131014|CCMSLIB00010131015|CCMSLIB00010131016|CCMSLIB00010131017|CCMSLIB00010131018",2139,"Drug_suspect","BNC210","no_match","no_match","no_match","no_match","no_match","BVRPESWOSNFUCJ-LKTVYLICSA-N"
"CCMSLIB00012724500","related spectra of 'BNC210 (Delta Mass:-39.012)'","CCMSLIB00010131014|CCMSLIB00010131015|CCMSLIB00010131016|CCMSLIB00010131017|CCMSLIB00010131018",2140,"Drug_suspect","BNC210","no_match","no_match","no_match","no_match","no_match","BVRPESWOSNFUCJ-LKTVYLICSA-N"
"CCMSLIB00012724501","related spectra of 'BNC210 (Delta Mass:-16.031)'","CCMSLIB00010131014|CCMSLIB00010131015|CCMSLIB00010131016|CCMSLIB00010131017|CCMSLIB00010131018",2141,"Drug_suspect","BNC210","no_match","no_match","no_match","no_match","no_match","BVRPESWOSNFUCJ-LKTVYLICSA-N"
"CCMSLIB00012724502","related spectra of 'BNC210 (Delta Mass:-12.036)'","CCMSLIB00010131014|CCMSLIB00010131015|CCMSLIB00010131016|CCMSLIB00010131017|CCMSLIB00010131018",2142,"Drug_suspect","BNC210","no_match","no_match","no_match","no_match","no_match","BVRPESWOSNFUCJ-LKTVYLICSA-N"
"CCMSLIB00012724503","related spectra of 'BNC210 (Delta Mass:1.003)'","CCMSLIB00010131014|CCMSLIB00010131015|CCMSLIB00010131016|CCMSLIB00010131017|CCMSLIB00010131018",2143,"Drug_suspect","BNC210","no_match","no_match","no_match","no_match","no_match","BVRPESWOSNFUCJ-LKTVYLICSA-N"
"CCMSLIB00012724504","related spectra of 'BNC210 (Delta Mass:14.016)'","CCMSLIB00010131014|CCMSLIB00010131015|CCMSLIB00010131016|CCMSLIB00010131017|CCMSLIB00010131018",2144,"Drug_suspect","BNC210","no_match","no_match","no_match","no_match","no_match","BVRPESWOSNFUCJ-LKTVYLICSA-N"
"CCMSLIB00012724505","related spectra of 'Baicalin (Delta Mass:28.031)'","CCMSLIB00000078856|CCMSLIB00000078890|CCMSLIB00006716211|CCMSLIB00010147628|CCMSLIB00010147629|CCMSLIB00010147630|CCMSLIB00010147631|CCMSLIB00010147632",2145,"Drug_suspect","baicalin|Baicalin","baicalin|no_match","no_match","NA|no_match","NA|no_match","beta glucuronidase inhibitor","IKIIZLYTISPENI-ZFORQUDYSA-N"
"CCMSLIB00012724506","related spectra of 'Benazepril hydrochloride (Delta Mass:-28.031)'","CCMSLIB00000078084",2146,"Drug_suspect","benazepril","benazepril","angiotensin converting enzyme inhibitor","cardiology|nephrology","hypertension|congestive heart failure|myocardial infarction|diabetic nephropathy|chronic kidney disease","angiotensin converting enzyme inhibitor","XPCFTKFZXHTYIP-PMACEKPBSA-N"
"CCMSLIB00012724507","related spectra of 'Benzalkonium chloride (C12) (Delta Mass:28.031)'","CCMSLIB00000531495",2147,"Drug_suspect","benzalkonium","no_match","antiseptics and disinfectants",NA,"antiseptic","antiseptic|preservative","CYDRXTMLKJDRQH-UHFFFAOYSA-N"
"CCMSLIB00012724508","related spectra of 'Benzalkonium chloride (C12) (Delta Mass:13.98)'","CCMSLIB00000531495",2148,"Drug_suspect","benzalkonium","no_match","antiseptics and disinfectants",NA,"antiseptic","antiseptic|preservative","CYDRXTMLKJDRQH-UHFFFAOYSA-N"
"CCMSLIB00012724509","related spectra of 'Benzylpenicillin_20eV (Delta Mass:1.993)'","CCMSLIB00005723212",2149,"Drug_suspect","benzylpenicillin","benzylpenicillin","penicillin class antibacterial","infectious disease","celluitis|meningitis|endocarditis|syphilis|pneumonia|bacterial septicemia","penicillin binding protein inhibitor","JGSARLDLIJGVTE-MBNYWOFBSA-N"
"CCMSLIB00012724510","related spectra of 'Benzylpenicillin_20eV (Delta Mass:17.027)'","CCMSLIB00005723212",2150,"Drug_suspect","benzylpenicillin","benzylpenicillin","penicillin class antibacterial","infectious disease","celluitis|meningitis|endocarditis|syphilis|pneumonia|bacterial septicemia","penicillin binding protein inhibitor","JGSARLDLIJGVTE-MBNYWOFBSA-N"
"CCMSLIB00012724511","related spectra of 'Benzylpenicillin_20eV (Delta Mass:21.984)'","CCMSLIB00005723212",2151,"Drug_suspect","benzylpenicillin","benzylpenicillin","penicillin class antibacterial","infectious disease","celluitis|meningitis|endocarditis|syphilis|pneumonia|bacterial septicemia","penicillin binding protein inhibitor","JGSARLDLIJGVTE-MBNYWOFBSA-N"
"CCMSLIB00012724512","related spectra of 'Bilastine (Delta Mass:-28.031)'","CCMSLIB00010152075|CCMSLIB00010152076|CCMSLIB00010152077|CCMSLIB00010152078|CCMSLIB00010152079",2152,"Drug_suspect","Bilastine","bilastine","histamine-1 (H1) inhibitor","allergy","allergic rhinitis|urticaria","histamine receptor antagonist","ACCMWZWAEFYUGZ-UHFFFAOYSA-N"
"CCMSLIB00012724513","related spectra of 'Carboxyomeprazole (Delta Mass:-14.016)'","CCMSLIB00005721080",2153,"Drug_suspect","Carboxyomeprazole","omeprazole","proton pump inhibitor","gastroenterology","gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD)","ATPase inhibitor","QRGFNZYFRUUYBG-UHFFFAOYSA-N"
"CCMSLIB00012724514","related spectra of 'Carboxyomeprazole (Delta Mass:2.016)'","CCMSLIB00005721080",2154,"Drug_suspect","Carboxyomeprazole","omeprazole","proton pump inhibitor","gastroenterology","gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD)","ATPase inhibitor","QRGFNZYFRUUYBG-UHFFFAOYSA-N"
"CCMSLIB00012724515","related spectra of 'Carboxyomeprazole (Delta Mass:14.016)'","CCMSLIB00005721080",2155,"Drug_suspect","Carboxyomeprazole","omeprazole","proton pump inhibitor","gastroenterology","gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD)","ATPase inhibitor","QRGFNZYFRUUYBG-UHFFFAOYSA-N"
"CCMSLIB00012724516","related spectra of 'Carvedilol (Delta Mass:-14.016)'","CCMSLIB00000078306|CCMSLIB00000078949|CCMSLIB00009919303",2156,"Drug_suspect","carvedilol|Carvedilol","carvedilol","alpha adrenergic blocker|beta-adrenergic receptor inhibitor","cardiology","myocardial infarction|hypertension","adrenergic receptor antagonist","OGHNVEJMJSYVRP-UHFFFAOYSA-N"
"CCMSLIB00012724517","related spectra of 'Carvedilol (Delta Mass:15.995)'","CCMSLIB00000078306|CCMSLIB00000078949|CCMSLIB00009919303",2157,"Drug_suspect","carvedilol|Carvedilol","carvedilol","alpha adrenergic blocker|beta-adrenergic receptor inhibitor","cardiology","myocardial infarction|hypertension","adrenergic receptor antagonist","OGHNVEJMJSYVRP-UHFFFAOYSA-N"
"CCMSLIB00012724518","related spectra of 'Cefprozil (Delta Mass:2.016)'","CCMSLIB00000006323|CCMSLIB00000006324",2158,"Drug_suspect","cefprozil","cefprozil","cephalosporin antibacterial","infectious disease","pharyngitis|tonsillitis|otitis|sinusitis|respiratory tract infections|skin infections|bronchitis","bacterial cell wall synthesis inhibitor","WDLWHQDACQUCJR-ZAMMOSSLSA-N"
"CCMSLIB00012724519","related spectra of 'Celecoxib (Delta Mass:29.974)'","CCMSLIB00000005554|CCMSLIB00000005555|CCMSLIB00000005556|CCMSLIB00000005557|CCMSLIB00000005558|CCMSLIB00000005559|CCMSLIB00000005560|CCMSLIB00000005561|CCMSLIB00000005562|CCMSLIB00000005563|CCMSLIB00000005564|CCMSLIB00000005565|CCMSLIB00000078076|CCMSLIB00000579523|CCMSLIB00000579792|CCMSLIB00000579815",2159,"Drug_suspect","celecoxib","celecoxib","nonsteroidal anti-inflammatory drug","rheumatology|neurology/psychiatry","osteoarthritis|rheumatoid arthritis|ankylosing spondylitis|primary dysmenorrhea (PD)","cyclooxygenase inhibitor","RZEKVGVHFLEQIL-UHFFFAOYSA-N|NA"
"CCMSLIB00012724520","related spectra of 'Chloroquine (Delta Mass:15.995)'","CCMSLIB00005723985",2160,"Drug_suspect","chloroquine","chloroquine","antimalarial","infectious disease","malaria|amebiasis","antimalarial agent","WHTVZRBIWZFKQO-UHFFFAOYSA-N"
"CCMSLIB00012724521","related spectra of 'Chlorpheniramine Maleate (Delta Mass:-14.016)'","CCMSLIB00000078301|CCMSLIB00000078302",2161,"Drug_suspect","chlorpheniramine","chlorphenamine","histamine-1 (H1) inhibitor","allergy","allergic rhinitis|urticaria","histamine receptor antagonist","SOYKEARSMXGVTM-UHFFFAOYSA-N"
"CCMSLIB00012724522","related spectra of 'Ciclesonide (Delta Mass:-18.011)'","CCMSLIB00010138358|CCMSLIB00010138359|CCMSLIB00010138363|CCMSLIB00010138364|CCMSLIB00010138365|CCMSLIB00010138366|CCMSLIB00010138367|CCMSLIB00010138368|CCMSLIB00010138369|CCMSLIB00010138370",2162,"Drug_suspect","Ciclesonide","ciclesonide","corticosteroid","allergy|pulmonary","allergic rhinitis|asthma","glucocorticoid receptor agonist","LUKZNWIVRBCLON-GXOBDPJESA-N"
"CCMSLIB00012724523","related spectra of 'Citalopram N-oxide (Delta Mass:-30.01)'","CCMSLIB00000424942",2163,"Drug_suspect","Citalopram N-oxide","citalopram","selective serotonin reuptake inhibitor (SSRI)","neurology/psychiatry","depression","selective serotonin reuptake inhibitor (SSRI)","DIOGFDCEWUUSBQ-UHFFFAOYSA-N"
"CCMSLIB00012724524","related spectra of 'Clindamycin N-oxide (Delta Mass:-18.011)'","CCMSLIB00005716877",2164,"Drug_suspect","Clindamycin N-oxide","clindamycin","lincosamide antibacterial","infectious disease","respiratory tract infections|pneumonia|skin infections|gynecologic infections|intra-abdominal infections|bacterial septicemia|bone and joint infections","bacterial 50S ribosomal subunit inhibitor","BFVCXYLQNGCSNB-UHFFFAOYSA-N"
