FeatureID,SpectrumID,row m/z,row retention time,Compound_Name,name_compound,name_parent_compound,cleanup_name_drug_only,Group,chemical_source,pharmacologic_class,therapeutic_area,therapeutic_indication,Final_class
12223,CCMSLIB00013630642,330.0806281,3.8266933,related spectra of 'chlorsulfaquinoxaline  (Delta Mass:-4.96)',related spectra of 'chlorsulfaquinoxaline  (Delta Mass:-4.96)',chlorsulfaquinoxaline ,chlorsulfaquinoxaline,analog_only,Drug_analog,no_match,NA,NA,no_match
31250,CCMSLIB00003139700,311.1640282,7.372091,Spectral Match to Avobenzone from NIST14,avobenzone,avobenzone,avobenzone,drug_only,Medical|Personal Care,no_match,dermatology,cosmetic|sunscreen lotion,no_match
9809,CCMSLIB00000578762,197.0833474,3.4539843,MassbankEU:ET130005 OCP_197.0840_11.1|o-Chlorophenylpiperarzine|1-(3-chlorophenyl)piperazine,chlorophenylpiperazine,trazodone|nefazodone|etoperidone|enpiprazole|mepiprazole|cloperidone|peraclopone,chlorophenylpiperazine,metabolite_only,Drug metabolite,no_match,NA,NA,no_match
1373,CCMSLIB00005726409,177.1034091,0.81689006,Massbank:UF413001 Cotinine|(5S)-1-methyl-5-pyridin-3-ylpyrrolidin-2-one,cotinine,cotinine,cotinine,drug_only,Medical,no_match,NA,NA,no_match
3180,CCMSLIB00013619728,1152.40236,1.4149128,related spectra of 'beta-cyclodextrin  (Delta Mass:17.03)',related spectra of 'beta-cyclodextrin  (Delta Mass:17.03)',beta-cyclodextrin ,cyclodextrin,analog_only,Drug_analog,no_match,NA,NA,no_match
751,CCMSLIB00010152607,130.0861866,0.80444866,cycloleucine (Chimeric precursor selection),cycloleucine (chimeric precursor selection) ,cycloleucine (chimeric precursor selection) ,cycloleucine,drug_only,Medical,no_match,no_match,no_match,no_match
30552,CCMSLIB00013624406,275.2007875,7.2216625,related spectra of 'digoxigenin  (Delta Mass:-116.06)',related spectra of 'digoxigenin  (Delta Mass:-116.06)',digoxigenin ,digoxigenin,analog_only,Drug_analog,no_match,NA,NA,no_match
29457,CCMSLIB00013620784,253.1948583,7.042493,related spectra of 'enzacamene (Delta Mass:-1.98)',related spectra of 'enzacamene (Delta Mass:-1.98)',enzacamene,enzacamene,analog_only,Drug_analog,no_match,dermatology,sunscreen lotion,no_match
7191,CCMSLIB00006439446,272.1279229,2.7790463,Higenamine,higenamine,higenamine,higenamine,drug_only,Medical,no_match,NA,NA,no_match
18438,CCMSLIB00010147718,677.2490871,4.671897,Icariin,icariin ,icariin ,Icariin ,drug_only,Medical,no_match,NA,NA,no_match
7965,CCMSLIB00006679371,138.0548292,2.7204335,METHYL NICOTINIC ACID,methyl nicotinate,methyl nicotinate,methyl nicotinate,drug_only,Medical,no_match,neurology/psychiatry,pain relief,no_match
3732,CCMSLIB00005777153,100.075625,1.5943273,Massbank:AU277806 N-Methyl-2-pyrrolidone|1-Methyl-2-pyrrolidinone|1-methylpyrrolidin-2-one,methylpyrrolidone,methylpyrrolidone,methylpyrrolidinone,drug_only,Medical|Industrial,no_match,NA,NA,no_match
17986,CCMSLIB00003134650,319.1002757,4.7352567,Spectral Match to Phenolphthalein from NIST14,phenolphthalein,phenolphthalein,phenolphthalein,both,Medical,no_match,NA,NA,no_match
17798,CCMSLIB00013632131,349.1049723,4.4665527,related spectra of 'phenolphthalein (Delta Mass:30.01)',related spectra of 'phenolphthalein (Delta Mass:30.01)',phenolphthalein,phenolphthalein,both,Drug_analog,no_match,NA,NA,no_match
27880,CCMSLIB00001058840,356.2414636,6.717891,Pesticide4_Piperonyl butoxide_C19H30O5_Butacide,piperonyl butoxide,piperonyl butoxide,piperonyl butoxide,drug_only,Medical,no_match,infectious disease,lice,no_match
14265,CCMSLIB00013628619,443.2114848,4.138069,related spectra of 'vilazodone  (Delta Mass:0.98)',related spectra of 'vilazodone  (Delta Mass:0.98)',vilazodone ,vilazodone,analog_only,Drug_analog,other antidepressants,neurology/psychiatry,depression,no_match
10841,CCMSLIB00013622150,296.1633377,3.553328,related spectra of 'maprotiline (Delta Mass:1.98)',related spectra of 'maprotiline (Delta Mass:1.98)',maprotiline,maprotiline,analog_only,Drug_analog,non-selective monoamine reuptake inhibitors,neurology/psychiatry,depression|dysthymic disorder,non-selective monoamine reuptake inhibitors
8142,CCMSLIB00013622150,296.168428,2.9933507,related spectra of 'maprotiline (Delta Mass:1.98)',related spectra of 'maprotiline (Delta Mass:1.98)',maprotiline,maprotiline,analog_only,Drug_analog,non-selective monoamine reuptake inhibitors,neurology/psychiatry,depression|dysthymic disorder,non-selective monoamine reuptake inhibitors
15390,CCMSLIB00003137094,219.1005407,4.3515944,Spectral Match to Carboxyibuprofen from NIST14,carboxyibuprofen,ibuprofen,ibuprofen,metabolite_only,Drug metabolite,nonsteroidal anti-inflammatory drug,neurology/psychiatry|rheumatology,headache|muscle pain|rheumatoid arthritis|backache|common cold|menstrual pain|fever|toothache,nonsteroidal anti-inflammatory drug
20870,CCMSLIB00005765037,352.0420357,5.3525763,"Massbank:LU048702 Meloxicam|4-hydroxy-2-methyl-N-(5-methyl-1,3-thiazol-2-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide",meloxicam,meloxicam,meloxicam,both,Medical,nonsteroidal anti-inflammatory drug,rheumatology|neurology/psychiatry,osteoarthritis|rheumatoid arthritis,nonsteroidal anti-inflammatory drug
16159,CCMSLIB00012725086,368.0390229,4.2508335,related spectra of 'Meloxicam (Mobic) (Delta Mass:15.995)',related spectra of 'meloxicam (mobic) (delta mass:15.995)',meloxicam,meloxicam,both,Drug_analog,nonsteroidal anti-inflammatory drug,rheumatology|neurology/psychiatry,osteoarthritis|rheumatoid arthritis,nonsteroidal anti-inflammatory drug
17555,CCMSLIB00012725255,382.0153144,4.681291,related spectra of 'Spectral Match to Meloxicam from NIST14 (Delta Mass:29.974)',related spectra of 'spectral match to meloxicam from nist14 (delta mass:29.974)',meloxicam,meloxicam,both,Drug_analog,nonsteroidal anti-inflammatory drug,rheumatology|neurology/psychiatry,osteoarthritis|rheumatoid arthritis,nonsteroidal anti-inflammatory drug
19495,CCMSLIB00013621268,368.0396651,5.012367,related spectra of 'meloxicam (Delta Mass:15.99)',related spectra of 'meloxicam (Delta Mass:15.99)',meloxicam,meloxicam,both,Drug_analog,nonsteroidal anti-inflammatory drug,rheumatology|neurology/psychiatry,osteoarthritis|rheumatoid arthritis,nonsteroidal anti-inflammatory drug
3073,CCMSLIB00010134277,256.1033215,1.3398323,Ganciclovir,ganciclovir ,ganciclovir ,ganciclovir ,drug_only,Medical,nucleoside analog antiviral,infectious disease,cytomegalovirus (CMV),nucleoside analog antiviral
1951,CCMSLIB00010139049,226.0933156,1.0189834,Acyclovir,acyclovir,acyclovir,acyclovir,drug_only,Medical,nucleoside analog HSV DNA polymerase inhibitor / VZV DNA polymerase inhibitor,infectious disease,genitial herpes|shingles|chicken pox,nucleoside analog HSV DNA polymerase inhibitor / VZV DNA polymerase inhibitor
3787,CCMSLIB00010135859,325.1617458,1.6131182,Valaciclovir,valaciclovir ,valaciclovir ,valaciclovir ,drug_only,Medical,nucleoside analog HSV DNA polymerase inhibitor / VZV DNA polymerase inhibitor,infectious disease,shingles|virus herpes simplex (HSV),nucleoside analog HSV DNA polymerase inhibitor / VZV DNA polymerase inhibitor
14155,CCMSLIB00004679246,272.2007253,4.10339,Dextromethorphan,dextromethorphan,dextromethorphan,dextromethorphan,both,Medical,uncompetitive NMDA receptor antagonist|sigma-1 agonist,pulmonary,cough suppressant,opioid agonist
10113,CCMSLIB00004679248,258.1832538,3.3391132,Dextrorphan,levorphanol,dextromethorphan,dextromethorphan,both,Drug metabolite,opioid agonist|uncompetitive NMDA receptor antagonist|sigma-1 agonist,neurology/psychiatry|pulmonary,pain|cough suppressant,opioid agonist
9885,CCMSLIB00013622643,244.16949,3.3891716,related spectra of 'dextromethorphan (Delta Mass:-14.02)',related spectra of 'dextromethorphan (Delta Mass:-14.02)',dextromethorphan,dextromethorphan,both,Drug_analog,opioid agonist|uncompetitive NMDA receptor antagonist|sigma-1 agonist,neurology/psychiatry|pulmonary,pain|cough suppressant,opioid agonist
3138,CCMSLIB00000210686,286.14212,1.4306678,"Massbank:EA274404 Morphine|(5alpha,6alpha)-17-Methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol",morphine,morphine,morphine,drug_only,Medical,opioid agonist,neurology/psychiatry,pain,opioid agonist
8594,CCMSLIB00000207643,246.1332796,2.9670324,"Massbank:EA023605 4-Acetamidoantipyrine|N-(1,5-dimethyl-3-oxidanylidene-2-phenyl-pyrazol-4-yl)ethanamide",4-acetamidoantipyrine,aminopyrine/metamizole,some pyrazoles,metabolite_only,Drug metabolite,other analgesics and antipyretics,neurology/psychiatry,pain relief,other analgesics and antipyretics
8861,CCMSLIB00005777065,232.116766,3.046583,"Massbank:AU270106 N-Formyl-4-aminoantipyrine|4-Formylaminoantipyrine|N-(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)formamide",4-formylaminoantipyrine,aminopyrine/metamizole,some pyrazoles,metabolite_only,Drug metabolite,other analgesics and antipyretics,neurology/psychiatry,pain relief,other analgesics and antipyretics
9001,CCMSLIB00005731683,282.1606406,3.189485,"Massbank:EQ371202 8-Hydroxy Mirtazapine|2-Methyl-1,2,3,4,10,14b-hexahydropyrazino[2,1-a]pyrido[2,3-c][2]benzazepin-8-ol",8-hydroxy mirtazapine,mirtazapine,mirtazapine,metabolite_only,Drug metabolite,other antidepressants,neurology/psychiatry,depression,other antidepressants
18603,CCMSLIB00010132982,299.1642966,4.9952526,VORTIOXETINE,vortioxetine ,vortioxetine ,vortioxetine,drug_only,Medical,other antidepressants,neurology/psychiatry,depression,other antidepressants
6952,CCMSLIB00005775079,171.1187149,2.457502,Massbank:AU160504 Levetiracetam|LEVITIRACETAM|(2R)-2-(2-oxopyrrolidin-1-yl)butanamide,levetiracetam,levetiracetam,levetiracetam,drug_only,Medical,other antiepileptics,neurology/psychiatry,seizures,other antiepileptics
14193,CCMSLIB00013621375,357.1418976,4.04973,related spectra of 'topiramate (Delta Mass:17.03)',related spectra of 'topiramate (Delta Mass:17.03)',topiramate,topiramate,analog_only,Drug_analog,other antiepileptics,neurology/psychiatry,epilepsy|migraine headache|seizures,other antiepileptics
28445,CCMSLIB00003138718,331.2626219,6.7527237,Spectral Match to Eicosapentaenoic acid ethyl ester from NIST14,icosapent ethyl,icosapent ethyl,icosapent ethyl,drug_only,Medical,other lipid modifying agents,cardiology,hypertriglyceridemia,other lipid modifying agents
22857,CCMSLIB00013620221,351.1796966,5.672412,related spectra of 'idebenone (Delta Mass:11.96)',related spectra of 'idebenone (Delta Mass:11.96)',idebenone,idebenone,analog_only,Drug_analog,other psychostimulants and nootropics,neurology/psychiatry|ophthalmology,Alzheimer's disease|Friedreich's ataxia|Leber hereditary optic neuropathy (LHON),other psychostimulants and nootropics
21397,CCMSLIB00005777171,322.0662702,5.40727,"Massbank:AU228402 Clopidogrel|methyl (2S)-2-(2-chlorophenyl)-2-(6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl)acetate",clopidogrel,clopidogrel,clopidogrel,both,Medical,P2Y12 platelet inhibitor,cardiology|neurology/psychiatry,myocardial infarction|stroke|peripheral artery disease (PAD)|acute coronary syndrome (ACS),P2Y12 platelet inhibitor
11256,CCMSLIB00013624207,308.0514542,3.625437,related spectra of 'clopidogrel (Delta Mass:-14.02)',related spectra of 'clopidogrel (Delta Mass:-14.02)',clopidogrel,clopidogrel,both,Drug_analog,P2Y12 platelet inhibitor,cardiology|neurology/psychiatry,myocardial infarction|stroke|peripheral artery disease (PAD)|acute coronary syndrome (ACS),P2Y12 platelet inhibitor
21389,CCMSLIB00013632930,325.0663419,5.405086,related spectra of 'clopidogrel (Delta Mass:3.00)',related spectra of 'clopidogrel (Delta Mass:3.00)',clopidogrel,clopidogrel,both,Drug_analog,P2Y12 platelet inhibitor,cardiology|neurology/psychiatry,myocardial infarction|stroke|peripheral artery disease (PAD)|acute coronary syndrome (ACS),P2Y12 platelet inhibitor
21726,CCMSLIB00010135575,523.1938307,5.44746,Ticagrelor,ticagrelor ,ticagrelor ,ticagrelor ,both,Medical,P2Y12 platelet inhibitor,neurology/psychiatry|cardiology,acute coronary syndrome (ACS)|myocardial infarction|stroke,P2Y12 platelet inhibitor
21276,CCMSLIB00013626200,537.1699997,5.3931174,related spectra of 'ticagrelor  (Delta Mass:13.98)',related spectra of 'ticagrelor  (Delta Mass:13.98)',ticagrelor ,ticagrelor ,both,Drug_analog,P2Y12 platelet inhibitor,neurology/psychiatry|cardiology,acute coronary syndrome (ACS)|myocardial infarction|stroke,P2Y12 platelet inhibitor
16704,CCMSLIB00013633594,495.1631077,4.508045,related spectra of 'ticagrelor  (Delta Mass:-28.03)',related spectra of 'ticagrelor  (Delta Mass:-28.03)',ticagrelor ,ticagrelor ,both,Drug_analog,P2Y12 platelet inhibitor,neurology/psychiatry|cardiology,acute coronary syndrome (ACS)|myocardial infarction|stroke,P2Y12 platelet inhibitor
19867,CCMSLIB00013635115,281.1382076,5.110105,related spectra of 'gemfibrozil (Delta Mass:29.97)',related spectra of 'gemfibrozil (Delta Mass:29.97)',gemfibrozil,gemfibrozil,analog_only,Drug_analog,peroxisome proliferator-activated receptor (PPAR) alpha agonist,endocrinology|cardiology,hyperlipidemia|coronary heart disease,peroxisome proliferator-activated receptor (PPAR) alpha agonist
12051,CCMSLIB00005733719,357.1236978,3.8596292,"Massbank:EQ328602 Pioglitazone|5-[[4-[2-(5-ethylpyridin-2-yl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",pioglitazone,pioglitazone,pioglitazone,drug_only,Medical,peroxisome proliferator-activated receptor (PPAR) gamma agonist,endocrinology,type 2 diabetes mellitus,peroxisome proliferator-activated receptor (PPAR) gamma agonist
13589,CCMSLIB00013632169,390.1414334,3.8531914,related spectra of 'prochlorperazine (Delta Mass:15.99)',related spectra of 'prochlorperazine (Delta Mass:15.99)',prochlorperazine,prochlorperazine,analog_only,Drug_analog,phenothiazine,gastroenterology|neurology/psychiatry,nausea|vomiting|schizophrenia|anxiety,phenothiazine
20028,CCMSLIB00010145466,370.2252529,5.079639,cilostazol,cilostazol ,cilostazol ,cilostazol ,both,Medical,phosphodiesterase-3 inhibitor,cardiology,claudication,antiplatelet drug
11273,CCMSLIB00013632111,402.2117658,3.6678123,"""related spectra of 'cilostazol (Delta Mass:31.99)', 'cilostazol  (Delta Mass:31.99)'""",related spectra of 'cilostazol (Delta Mass:31.99)'|'cilostazol  (Delta Mass:31.99)',cilostazol,cilostazol ,both,Drug_analog,phosphodiesterase-3 inhibitor,cardiology,claudication,antiplatelet drug
13001,CCMSLIB00013633635,386.2139529,3.8928487,"""related spectra of 'cilostazol (Delta Mass:15.99)', 'cilostazol  (Delta Mass:15.99)'""",related spectra of 'cilostazol (Delta Mass:15.99)'|'cilostazol  (Delta Mass:15.99)',cilostazol,cilostazol ,both,Drug_analog,phosphodiesterase-3 inhibitor,cardiology,claudication,antiplatelet drug
18976,CCMSLIB00010150672,390.1481344,4.7895746,Tadalafil,tadalafil ,tadalafil ,tadalafil ,drug_only,Medical,phosphodiesterase-5 (PDE-5) inhibitor,urology,erectile dysfunction|benign prostatic hyperplasia|pulmonary arterial hypertension (PAH),phosphodiesterase-5 inhibitor
26535,CCMSLIB00013632107,448.2505947,6.528038,related spectra of 'latanoprost  (Delta Mass:14.96)',related spectra of 'latanoprost  (Delta Mass:14.96)',latanoprost ,latanoprost,analog_only,Drug_analog,prostaglandin analog,ophthalmology,ocular hypertension|glaucoma,prostaglandin analog
15290,CCMSLIB00012724952,354.0874133,4.315796,"""related spectra of 'Massbank:EQ313701 Lansoprazole|2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1H-benzimidazole (Delta Mass:-15.995)'""","related spectra of 'massbank:eq313701 lansoprazole|2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1h-benzimidazole (delta mass:-15.995)'",lansoprazole,lansoprazole,analog_only,Drug_analog,proton pump inhibitor,gastroenterology,gastroesophageal reflux disease (GERD)|erosive esophagitis (EE)|gastrointestinal ulcers|Zollinger-Ellison syndrome,proton pump inhibitor
10767,CCMSLIB00013619058,386.076897,3.6557095,"""related spectra of 'lansoprazole (Delta Mass:15.99)', 'dexlansoprazole  (Delta Mass:15.99)'""",related spectra of 'lansoprazole (Delta Mass:15.99)'|'dexlansoprazole  (Delta Mass:15.99)',lansoprazole|dexlansoprazole ,lansoprazole,analog_only,Drug_analog,proton pump inhibitor,gastroenterology,gastroesophageal reflux disease (GERD)|erosive esophagitis (EE)|gastrointestinal ulcers|Zollinger-Ellison syndrome,proton pump inhibitor
12295,CCMSLIB00000078132,368.1037418,3.6568503,Omeprazole (Prilosec),omeprazole,omeprazole,omeprazole,both,Medical,proton pump inhibitor,gastroenterology,gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD),proton pump inhibitor
9867,CCMSLIB00004679262,360.1011138,3.3733594,[putative] omeprazole sulfide 5-carboxylic acid,omeprazole sulfide 5-carboxylic acid,omeprazole,omeprazole,both,Drug metabolite,proton pump inhibitor,gastroenterology,gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD),proton pump inhibitor
11388,CCMSLIB00012724596,330.1280523,3.8545663,related spectra of 'EsomeprazoleNa (Delta Mass:-15.995)',related spectra of 'esomeprazolena (delta mass:-15.995)',esomeprazole,omeprazole,both,Drug_analog,proton pump inhibitor,gastroenterology,gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD),proton pump inhibitor
12448,CCMSLIB00012725365,346.1254513,3.4314845,related spectra of '[putative] omeprazole sulfide 5-carboxylic acid (Delta Mass:-13.98)',related spectra of '[putative] omeprazole sulfide 5-carboxylic acid (delta mass:-13.98)',omeprazole sulfide 5-carboxylic acid,omeprazole,both,Drug_analog,proton pump inhibitor,gastroenterology,gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD),proton pump inhibitor
11617,CCMSLIB00013625589,384.0801351,3.8053968,related spectra of 'pantoprazole  (Delta Mass:18.01)',related spectra of 'pantoprazole  (Delta Mass:18.01)',pantoprazole ,pantoprazole,analog_only,Drug_analog,proton pump inhibitor,gastroenterology,gastroesophageal reflux disease (GERD)|erosive esophagitis (EE)|Zollinger-Ellison syndrome,proton pump inhibitor
14528,CCMSLIB00013633599,368.0859096,4.2647605,related spectra of 'pantoprazole  (Delta Mass:2.02)',related spectra of 'pantoprazole  (Delta Mass:2.02)',pantoprazole ,pantoprazole,analog_only,Drug_analog,proton pump inhibitor,gastroenterology,gastroesophageal reflux disease (GERD)|erosive esophagitis (EE)|Zollinger-Ellison syndrome,proton pump inhibitor
3521,CCMSLIB00000207601,821.8867128,1.527847,"Massbank:EA023103 Iohexol|5-[acetyl(2,3-dihydroxypropyl)amino]-1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",iohexol,iohexol,iohexol,drug_only,Medical,radiographic contrast agent,radiology,contrast agent,radiographic contrast agent
28530,CCMSLIB00010130334,327.195507,6.756192,Acitretin,acitretin ,acitretin ,acitretin ,drug_only,Medical,retinoid,dermatology,psoriasis,retinoid
5399,CCMSLIB00013620883,333.1938041,2.1833737,related spectra of 'eletriptan (Delta Mass:-49.99)',related spectra of 'eletriptan (Delta Mass:-49.99)',eletriptan,eletriptan,analog_only,Drug_analog,serotonin 5-HT1B/1D receptor agonist (triptan),neurology/psychiatry,migraine headache,serotonin 5-HT1B/1D receptor agonist (triptan)
16551,CCMSLIB00005776875,298.1258759,4.5295873,Massbank:AU273502 Duloxetine|N-Methyl-gamma-(1-naphthalenyloxy)-2-thiophenepropanamine|N-methyl-3-naphthalen-1-yloxy-3-thiophen-2-ylpropan-1-amine,duloxetine,duloxetine,duloxetine,drug_only,Medical,serotonin and norepinephrine reuptake inhibitor (SNRI),neurology/psychiatry,depression|generalized anxiety disorder (GAD)|muscle pain|peripheral neuropathy,serotonin and norepinephrine reuptake inhibitor (SNRI)
8659,CCMSLIB00012725126,310.1583106,2.863262,"""related spectra of 'Ondansetron aka """"9-methyl-3-[(2-methylimidazol-1-yl)methyl]-2,3-dihydro-1H-carbazol-4-one"""" (Delta Mass:15.995)'""","related spectra of 'ondansetron aka ""9-methyl-3-[(2-methylimidazol-1-yl)methyl]-2,3-dihydro-1h-carbazol-4-one"" (delta mass:15.995)'",ondansetron,ondansetron,analog_only,Drug_analog,serotonin-3 (5-HT3) receptor antagonist,gastroenterology,nausea|vomiting,serotonin-3 (5-HT3) receptor antagonist
20069,CCMSLIB00010142975,462.1781519,5.234665,Canagliflozin,canagliflozin ,canagliflozin ,canagliflozin ,drug_only,Medical,sodium-glucose co-transporter 2 (SGLT2) inhibitor,endocrinology,type 2 diabetes mellitus,sodium-glucose co-transporter 2 (SGLT2) inhibitor
22731,CCMSLIB00005775046,559.2594653,5.6485906,"Massbank:AU112904 Atorvastatin|atorvastatin|(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid",atorvastatin,atorvastatin,atorvastatin,both,Medical,HMG-CoA reductase inhibitor (statin),neurology/psychiatry|cardiology|endocrinology,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
24267,CCMSLIB00012724722,541.2491956,5.973284,"""related spectra of 'Massbank:AU112901 Atorvastatin|(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid (Delta Mass:-18.011)'""","related spectra of 'massbank:au112901 atorvastatin|(3r,5r)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid (delta mass:-18.011)'",atorvastatin,atorvastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),neurology/psychiatry|cardiology|endocrinology,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
18327,CCMSLIB00012724725,575.2477478,4.9255476,"""related spectra of 'Massbank:AU112901 Atorvastatin|(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid (Delta Mass:15.995)'""","related spectra of 'massbank:au112901 atorvastatin|(3r,5r)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid (delta mass:15.995)'",atorvastatin,atorvastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),neurology/psychiatry|cardiology|endocrinology,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
22052,CCMSLIB00012724725,575.2547842,5.5285144,"""related spectra of 'Massbank:AU112901 Atorvastatin|(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid (Delta Mass:15.995)'""","related spectra of 'massbank:au112901 atorvastatin|(3r,5r)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid (delta mass:15.995)'",atorvastatin,atorvastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),neurology/psychiatry|cardiology|endocrinology,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
22713,CCMSLIB00013626213,557.2442495,5.6919074,related spectra of 'atorvastatin (Delta Mass:-2.02)',related spectra of 'atorvastatin (Delta Mass:-2.02)',atorvastatin,atorvastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),neurology/psychiatry|cardiology|endocrinology,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
25206,CCMSLIB00013626216,573.2816349,6.205181,related spectra of 'atorvastatin (Delta Mass:14.02)',related spectra of 'atorvastatin (Delta Mass:14.02)',atorvastatin,atorvastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),neurology/psychiatry|cardiology|endocrinology,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
19030,CCMSLIB00013633621,620.3108355,4.9712105,related spectra of 'atorvastatin (Delta Mass:61.05)',related spectra of 'atorvastatin (Delta Mass:61.05)',atorvastatin,atorvastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),neurology/psychiatry|cardiology|endocrinology,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
19337,CCMSLIB00000211136,482.1750697,4.9832344,"Massbank:EA280204 Rosuvastatin|(E,3R,5R)-7-[4-(4-fluorophenyl)-2-(methyl-methylsulfonylamino)-6-propan-2-ylpyrimidin-5-yl]-3,5-dihydroxyhept-6-enoic acid",rosuvastatin,rosuvastatin,rosuvastatin,both,Medical,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
21770,CCMSLIB00013622149,496.1910538,5.4647994,related spectra of 'rosuvastatin (Delta Mass:14.02)',related spectra of 'rosuvastatin (Delta Mass:14.02)',rosuvastatin,rosuvastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
26494,CCMSLIB00005435742,285.1848914,6.431504,Simvastatin ion source fragment,simvastatin ion source fragment,simvastatin,simvastatin,both,Drug metabolite,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
24366,CCMSLIB00005435742,285.1850492,6.0835843,Simvastatin ion source fragment,simvastatin ion source fragment,simvastatin,simvastatin,both,Drug metabolite,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
28158,CCMSLIB00013630252,451.3031746,6.783248,related spectra of 'simvastatin (Delta Mass:-14.02)',related spectra of 'simvastatin (Delta Mass:-14.02)',simvastatin,simvastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
27363,CCMSLIB00013634556,303.1923607,6.5907917,related spectra of 'simvastatin (Delta Mass:-116.08)',related spectra of 'simvastatin (Delta Mass:-116.08)',simvastatin,simvastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
26336,CCMSLIB00013635993,826.5405706,6.47371,related spectra of 'simvastatin (Delta Mass:-28.03)',related spectra of 'simvastatin (Delta Mass:-28.03)',simvastatin,simvastatin,both,Drug_analog,HMG-CoA reductase inhibitor (statin),endocrinology|cardiology|neurology/psychiatry,hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia|atherosclerosis,statin
